YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,WHEELS_OFF,SCHEDULED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,SCHEDULED_ARRIVAL,ARRIVAL_TIME,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,UA,410,N403UA,MIA,ORD,0635,0633,0709,200,174,1197,0903,0855,0914,0,0,,19,0,0,0,0
2015,1,1,4,US,700,N675AW,SEA,PHL,0635,0627,0639,301,263,2378,1402,1436,1413,0,0,,,,,,
2015,1,1,4,WN,1926,N7745A,SAT,ATL,0635,0634,0644,135,103,874,0927,0950,0940,0,0,,,,,,
2015,1,1,4,WN,1119,N965WN,PDX,MDW,0635,0632,0641,235,218,1751,1219,1230,1224,0,0,,,,,,
2015,1,1,4,US,474,N604AW,LAS,PHX,0635,0628,0640,71,46,255,0826,0846,0833,0,0,,,,,,
2015,1,1,4,AA,129,N4WPAA,JAX,DFW,0635,0648,0701,170,141,918,0822,0825,0833,0,0,,,,,,
2015,1,1,4,AA,1349,N4XJAA,MSY,DFW,0635,,,100,,447,,0815,,0,1,B,,,,,
2015,1,1,4,AA,1543,N486AA,PIT,DFW,0635,0627,0639,200,162,1067,0821,0855,0828,0,0,,,,,,
2015,1,1,4,AA,2220,N586AA,COS,DFW,0635,0623,0648,120,88,592,0916,0935,0926,0,0,,,,,,
2015,1,1,4,AS,240,N569AS,SEA,SAN,0635,0629,0653,163,133,1050,0906,0918,0910,0,0,,,,,,
2015,1,1,4,AS,576,N323AS,PDX,SAN,0635,0628,0642,139,117,933,0839,0854,0842,0,0,,,,,,
2015,1,1,4,AS,724,N612AS,SEA,SLC,0635,0625,0649,121,93,689,0922,0936,0926,0,0,,,,,,
2015,1,1,4,B6,475,N599JB,PVD,MCO,0635,0629,0706,190,155,1072,0941,0945,0953,0,0,,,,,,
2015,1,1,4,B6,1467,N216JB,HPN,PBI,0635,0624,0633,176,146,1056,0859,0931,0905,0,0,,,,,,
2015,1,1,4,AA,1441,N3GYAA,JFK,LAS,0635,0656,0720,350,342,2248,1002,0925,1010,0,0,,24,0,21,0,0
2015,1,1,4,DL,2005,N990DL,MLB,ATL,0635,0632,0642,95,65,442,0747,0810,0753,0,0,,,,,,
2015,1,1,4,DL,2290,N963DN,PIT,ATL,0635,0633,0644,129,74,526,0758,0844,0803,0,0,,,,,,
2015,1,1,4,DL,1864,N360NW,SAN,MSP,0635,0632,0649,224,190,1532,1159,1219,1209,0,0,,,,,,
2015,1,1,4,EV,5579,N136EV,ABE,ATL,0635,0628,0641,139,110,692,0831,0854,0834,0,0,,,,,,
2015,1,1,4,MQ,3443,N635MQ,SPI,DFW,0635,,,135,,630,,0850,,0,1,B,,,,,
2015,1,1,4,OO,4758,N440SW,PLN,DTW,0635,0626,0703,79,41,243,0744,0754,0753,0,0,,,,,,
2015,1,1,4,OO,3460,N219AG,PDX,ONT,0635,0635,0647,134,105,838,0832,0849,0836,0,0,,,,,,
2015,1,1,4,UA,665,N401UA,RSW,EWR,0638,0632,0642,172,144,1068,0906,0930,0915,0,0,,,,,,
2015,1,1,4,DL,1056,N922DX,SJC,MSP,0639,0634,0648,231,214,1576,1222,1230,1228,0,0,,,,,,
2015,1,1,4,OO,4577,N455SW,CIU,DTW,0640,0637,0656,84,45,284,0741,0804,0747,0,0,,,,,,
2015,1,1,4,US,1718,N939UW,MCO,CLT,0640,0637,0647,96,71,468,0758,0816,0808,0,0,,,,,,
2015,1,1,4,US,1943,N508AY,BWI,CLT,0640,0637,0659,94,67,361,0806,0814,0812,0,0,,,,,,
2015,1,1,4,US,1946,N915US,EWR,CLT,0640,0648,0659,121,88,529,0827,0841,0832,0,0,,,,,,
2015,1,1,4,WN,795,N968WN,AUS,ATL,0640,0637,0649,130,96,813,0925,0950,0931,0,0,,,,,,
2015,1,1,4,WN,692,N221WN,CAK,MCO,0640,0636,0645,150,122,861,0847,0910,0854,0,0,,,,,,
2015,1,1,4,WN,1170,N902WN,FLL,LAS,0640,0639,0649,330,303,2173,0852,0910,0855,0,0,,,,,,
2015,1,1,4,WN,653,N934WN,MKE,LAS,0640,0635,0646,245,221,1524,0827,0845,0833,0,0,,,,,,
2015,1,1,4,WN,890,N717SA,PHX,MDW,0640,0633,0654,195,160,1444,1034,1055,1039,0,0,,,,,,
2015,1,1,4,WN,832,N8616C,SJC,LAS,0640,0640,0650,85,63,386,0753,0805,0800,0,0,,,,,,
2015,1,1,4,UA,1284,N11206,LAS,EWR,0640,0639,0649,289,234,2227,1343,1429,1352,0,0,,,,,,
2015,1,1,4,UA,1748,N16703,ORD,EWR,0640,0643,0655,125,82,719,0917,0945,0947,0,0,,,,,,
2015,1,1,4,AA,1305,N456AA,DSM,DFW,0640,0633,0705,140,105,624,0850,0900,0857,0,0,,,,,,
2015,1,1,4,AA,1285,N576AA,IAH,DFW,0640,,,70,,224,,0750,,0,1,B,,,,,
2015,1,1,4,AA,1562,N475AA,RIC,DFW,0640,0636,0653,220,188,1158,0901,0920,0913,0,0,,,,,,
2015,1,1,4,AS,548,N306AS,BLI,SEA,0640,0632,0658,37,26,93,0724,0717,0731,0,0,,,,,,
2015,1,1,4,AS,558,N307AS,PDX,LAX,0640,0643,0653,144,110,834,0843,0904,0859,0,0,,,,,,
2015,1,1,4,AS,560,N435AS,SEA,PSP,0640,0636,0648,152,124,987,0852,0912,0856,0,0,,,,,,
2015,1,1,4,AS,569,N471AS,LAX,PDX,0640,0639,0655,150,124,834,0859,0910,0903,0,0,,,,,,
2015,1,1,4,AS,662,N302AS,SEA,DFW,0640,0633,0651,222,211,1660,1222,1222,1232,0,0,,,,,,
2015,1,1,4,AS,709,N769AS,SLC,SJC,0640,0747,0815,123,75,584,0830,0743,0833,0,0,,0,0,0,0,50
2015,1,1,4,AA,2476,N3LEAA,BDL,MIA,0640,0634,0647,206,164,1194,0931,1006,1026,0,0,,20,0,0,0,0
2015,1,1,4,DL,1332,N540US,RSW,ATL,0640,0640,0654,108,81,515,0815,0828,0820,0,0,,,,,,
2015,1,1,4,DL,2135,N990AT,TPA,LGA,0640,0634,0646,154,128,1010,0854,0914,0903,0,0,,,,,,
2015,1,1,4,DL,2276,N909DE,MCO,LGA,0640,0638,0652,153,125,950,0857,0913,0906,0,0,,,,,,
2015,1,1,4,DL,2566,N913DN,SFO,MSP,0640,0636,0649,228,206,1589,1215,1228,1223,0,0,,,,,,
2015,1,1,4,EV,2506,N904EV,CRP,DFW,0640,0638,0652,80,52,354,0744,0800,0749,0,0,,,,,,
2015,1,1,4,EV,2555,N830AS,SHV,DFW,0640,0656,0711,65,42,190,0753,0745,0759,0,0,,,,,,
2015,1,1,4,EV,2561,N877AS,BTR,DFW,0640,0639,0654,85,64,383,0758,0805,0813,0,0,,,,,,
2015,1,1,4,EV,2537,N902EV,MLU,DFW,0640,0643,0654,80,52,293,0746,0800,0750,0,0,,,,,,
2015,1,1,4,MQ,2775,N613MQ,PIA,DFW,0640,,,145,,672,,0905,,0,1,B,,,,,
2015,1,1,4,MQ,2966,N855MQ,ROW,DFW,0640,,,85,,435,,0905,,0,1,B,,,,,
2015,1,1,4,MQ,3359,N905MQ,FWA,DFW,0640,,,170,,859,,0830,,0,1,B,,,,,
2015,1,1,4,MQ,3476,N653MQ,CHS,MIA,0640,0634,0710,100,74,489,0824,0820,0831,0,0,,,,,,
2015,1,1,4,MQ,3589,N692MQ,GSO,MIA,0640,0637,0713,136,99,710,0852,0856,0855,0,0,,,,,,
2015,1,1,4,NK,705,N588NK,LGA,FLL,0640,0828,0847,186,147,1076,1114,0946,1123,0,0,,97,0,0,0,0
2015,1,1,4,NK,567,N504NK,DTW,ATL,0640,0638,0648,114,85,594,0813,0834,0823,0,0,,,,,,
2015,1,1,4,NK,417,N587NK,DTW,FLL,0640,0643,0654,186,150,1127,0924,0946,0930,0,0,,,,,,
2015,1,1,4,OO,3456,N217AG,PDX,BUR,0640,0638,0700,130,104,817,0844,0850,0847,0,0,,,,,,
2015,1,1,4,OO,5492,N703SK,MSN,ORD,0640,0643,0714,57,28,108,0742,0737,0754,0,0,,14,0,3,0,0
2015,1,1,4,OO,6495,N932EV,COS,LAX,0640,0634,0704,165,115,833,0759,0825,0805,0,0,,,,,,
2015,1,1,4,OO,5291,N564SW,GCC,DEN,0642,0642,0658,107,66,313,0804,0829,0813,0,0,,,,,,
2015,1,1,4,UA,536,N852UA,LAX,IAH,0644,0636,0648,197,164,1379,1132,1201,1139,0,0,,,,,,
2015,1,1,4,UA,259,N427UA,SNA,IAH,0645,0653,0709,200,156,1346,1145,1205,1150,0,0,,,,,,
2015,1,1,4,UA,792,N802UA,BUF,ORD,0645,0718,0741,106,85,473,0806,0731,0808,0,0,,4,0,33,0,0
2015,1,1,4,VX,922,N361VA,SFO,LAX,0645,0638,0647,80,54,337,0741,0805,0749,0,0,,,,,,
2015,1,1,4,WN,3213,N8612K,DAL,MDW,0645,0649,0657,140,95,793,0832,0905,0839,0,0,,,,,,
2015,1,1,4,WN,2599,N912WN,LIT,DAL,0645,0648,0657,75,56,296,0753,0800,0758,0,0,,,,,,
2015,1,1,4,WN,2199,N400WN,MHT,MCO,0645,0645,0654,205,171,1142,0945,1010,0952,0,0,,,,,,
2015,1,1,4,WN,3739,N780SW,ALB,MCO,0645,0644,0653,195,153,1073,0926,1000,0931,0,0,,,,,,
2015,1,1,4,WN,1188,N783SW,SAT,BWI,0645,0642,0648,185,153,1407,1021,1050,1025,0,0,,,,,,
2015,1,1,4,WN,4563,N642WN,OKC,ATL,0645,0641,0716,125,90,761,0946,0950,0952,0,0,,,,,,
2015,1,1,4,US,593,N163US,SNA,PHX,0645,0645,0700,86,50,338,0850,0911,0859,0,0,,,,,,
2015,1,1,4,AA,323,N520AA,DFW,STL,0645,,,95,,550,,0820,,0,1,B,,,,,
2015,1,1,4,AA,1107,N3ADAA,LGA,DFW,0645,0641,0657,255,229,1389,0946,1000,0957,0,0,,,,,,
2015,1,1,4,AA,1234,N3MCAA,LAS,ORD,0645,0641,0653,210,175,1514,1148,1215,1157,0,0,,,,,,
2015,1,1,4,AA,1283,N3CRAA,BNA,MIA,0645,0641,0702,140,104,806,0946,1005,0953,0,0,,,,,,
2015,1,1,4,AA,1287,N3BBAA,MSP,MIA,0645,0714,0740,225,179,1501,1139,1130,1146,0,0,,0,0,16,0,0
2015,1,1,4,AA,1300,N3FRAA,SNA,DFW,0645,0645,0707,185,143,1205,1130,1150,1136,0,0,,,,,,
2015,1,1,4,AA,2326,N3KEAA,MIA,DCA,0645,0718,0734,150,127,919,0941,0915,0946,0,0,,0,0,0,31,0
2015,1,1,4,B6,318,N183JB,JFK,BOS,0645,0638,0701,71,38,187,0739,0756,0744,0,0,,,,,,
2015,1,1,4,B6,1137,N374JB,BOS,DTW,0645,0642,0657,145,112,632,0849,0910,0858,0,0,,,,,,
2015,1,1,4,DL,716,N944DL,OMA,ATL,0645,0637,0704,144,,821,1447,1009,1451,1,0,,,,,,
2015,1,1,4,DL,765,N329NB,PIT,MSP,0645,0642,0653,154,114,726,0747,0819,0756,0,0,,,,,,
2015,1,1,4,DL,801,N633DL,SNA,ATL,0645,0641,0704,256,207,1919,1331,1401,1340,0,0,,,,,,
2015,1,1,4,DL,827,N678DL,FLL,ATL,0645,0639,0652,114,81,581,0813,0839,0820,0,0,,,,,,
2015,1,1,4,DL,860,N324NB,SNA,MSP,0645,0642,0705,225,188,1522,1213,1230,1222,0,0,,,,,,
2015,1,1,4,DL,886,N918DL,ATL,LGA,0645,0644,0715,128,97,762,0852,0853,0901,0,0,,,,,,
2015,1,1,4,DL,1135,N309DE,BHM,ATL,0645,0644,0653,69,30,134,0823,0854,0828,0,0,,,,,,
2015,1,1,4,DL,1324,N908DE,BNA,ATL,0645,0642,0657,74,36,214,0833,0859,0839,0,0,,,,,,
2015,1,1,4,AA,1449,N3KDAA,FLL,DFW,0645,,,195,,1119,,0900,,0,1,B,,,,,
2015,1,1,4,DL,246,N391DA,SAN,JFK,0645,0642,0657,314,264,2446,1421,1459,1428,0,0,,,,,,
2015,1,1,4,AA,2395,N469AA,BHM,DFW,0645,0644,0656,135,103,597,0839,0900,0855,0,0,,,,,,
2015,1,1,4,EV,4438,N26141,HOB,IAH,0645,,,97,,501,,0922,,0,1,B,,,,,
2015,1,1,4,EV,6042,N21144,LNK,DEN,0645,0717,0737,99,69,423,0746,0724,0752,0,0,,0,0,0,0,28
2015,1,1,4,F9,110,N206FR,DEN,MSP,0645,0711,0720,115,88,680,0948,0940,0956,0,0,,0,0,16,0,0
2015,1,1,4,F9,782,N219FR,LAS,DEN,0645,0642,0700,109,90,628,0930,0934,0942,0,0,,,,,,
2015,1,1,4,F9,268,N921FR,SNA,DEN,0645,0638,0701,145,114,846,0955,1010,1002,0,0,,,,,,
2015,1,1,4,MQ,2965,N637MQ,SGF,DFW,0645,,,95,,364,,0820,,0,1,B,,,,,
2015,1,1,4,MQ,3009,N651MQ,CMI,DFW,0645,0642,0654,145,117,693,0851,0910,0901,0,0,,,,,,
2015,1,1,4,MQ,3431,N820MQ,COU,DFW,0645,,,120,,489,,0845,,0,1,B,,,,,
2015,1,1,4,NK,301,N626NK,BWI,FLL,0645,0649,0700,157,125,925,0905,0922,0911,0,0,,,,,,
2015,1,1,4,NK,725,N525NK,MCI,IAH,0645,0637,0647,110,108,643,0835,0835,0843,0,0,,,,,,
2015,1,1,4,OO,6262,N953SW,GTF,DEN,0645,0636,0648,117,87,624,0815,0842,0831,0,0,,,,,,
2015,1,1,4,OO,4811,N443SW,BNA,CVG,0645,0637,0653,72,45,230,0838,0857,0843,0,0,,,,,,
2015,1,1,4,OO,6502,N785SK,SNA,SFO,0645,0657,0713,95,63,372,0816,0820,0819,0,0,,,,,,
2015,1,1,4,OO,6523,N754SK,PHX,LAX,0645,0701,0718,96,61,370,0719,0721,0723,0,0,,,,,,
2015,1,1,4,OO,4974,N792SK,ATL,IAH,0646,0642,0658,136,121,689,0759,0802,0809,0,0,,,,,,
2015,1,1,4,OO,7385,N301YV,EKO,SLC,0646,0636,0656,64,55,200,0851,0850,0857,0,0,,,,,,
2015,1,1,4,B6,1208,N273JB,IAD,JFK,0647,0641,0706,73,49,228,0755,0800,0801,0,0,,,,,,
2015,1,1,4,HA,338,N481HA,HNL,KOA,0647,0639,0650,42,27,163,0717,0729,0723,0,0,,,,,,
2015,1,1,4,OO,6291,N706SK,FAT,SFO,0648,0645,0715,67,28,158,0743,0755,0748,0,0,,,,,,
2015,1,1,4,DL,1212,N582NW,LAX,MSP,0649,0647,0701,218,193,1535,1214,1227,1218,0,0,,,,,,
2015,1,1,4,UA,284,N832UA,PHX,SFO,0650,0751,0818,134,89,651,0847,0804,0852,0,0,,0,0,0,0,48
2015,1,1,4,US,1866,N626AW,PIT,CLT,0650,0653,0704,99,68,366,0812,0829,0820,0,0,,,,,,
2015,1,1,4,US,2071,N553UW,MSP,CLT,0650,0647,0710,160,111,930,1001,1030,1017,0,0,,,,,,
2015,1,1,4,WN,985,N8315C,BWI,MCO,0650,0643,0653,160,115,787,0848,0930,0856,0,0,,,,,,
2015,1,1,4,WN,739,N927WN,MSY,ATL,0650,0647,0653,85,60,425,0853,0915,0859,0,0,,,,,,
2015,1,1,4,WN,2964,N481WN,PHX,DAL,0650,0654,0710,130,111,879,1001,1000,1004,0,0,,,,,,
2015,1,1,4,UA,1291,N33209,FLL,ORD,0650,0645,0659,202,175,1182,0854,0912,0912,0,0,,,,,,
2015,1,1,4,US,408,N521UW,PHL,PHX,0650,0640,0659,325,327,2075,1026,1015,1031,0,0,,16,0,0,0,0
2015,1,1,4,AA,338,N3DJAA,LAX,SFO,0650,0644,0705,80,55,337,0800,0810,0803,0,0,,,,,,
2015,1,1,4,AA,1371,N477AA,MEM,DFW,0650,0641,0655,105,78,432,0813,0835,0822,0,0,,,,,,
2015,1,1,4,AA,1318,N5CDAA,BOS,DFW,0650,0645,0706,280,256,1562,1022,1030,1032,0,0,,,,,,
2015,1,1,4,AA,1595,N553AA,AUS,DFW,0650,0647,0701,65,33,190,0734,0755,0740,0,0,,,,,,
2015,1,1,4,AA,2226,N426AA,DFW,TPA,0650,0800,0817,135,114,929,1111,1005,1115,0,0,,0,0,70,0,0
2015,1,1,4,AA,2429,N4XPAA,CLE,DFW,0650,0653,0702,195,159,1021,0841,0905,0850,0,0,,,,,,
2015,1,1,4,AA,2424,N3DLAA,LAX,DFW,0650,0641,0659,180,146,1235,1125,1150,1149,0,0,,,,,,
2015,1,1,4,AS,321,N613AS,SJC,SEA,0650,0647,0655,124,100,697,0835,0854,0840,0,0,,,,,,
2015,1,1,4,AS,582,N611AS,PDX,SNA,0650,0649,0658,139,117,859,0855,0909,0859,0,0,,,,,,
2015,1,1,4,AS,629,N626AS,LAS,PDX,0650,0637,0651,136,114,763,0845,0906,0848,0,0,,,,,,
2015,1,1,4,AS,805,N588AS,SEA,SMF,0650,0644,0658,110,80,605,0818,0840,0826,0,0,,,,,,
2015,1,1,4,B6,148,N659JB,LGB,OAK,0650,0648,0700,82,59,353,0759,0812,0803,0,0,,,,,,
2015,1,1,4,DL,476,N196DN,LAX,JFK,0650,0650,0715,319,274,2475,1449,1509,1458,0,0,,,,,,
2015,1,1,4,DL,1085,N994AT,AVL,ATL,0650,0658,0722,65,30,164,0752,0755,0754,0,0,,,,,,
2015,1,1,4,DL,2512,N937AT,HSV,ATL,0650,0651,0701,68,30,151,0831,0858,0850,0,0,,,,,,
2015,1,1,4,EV,6175,N13124,BNA,ORD,0650,0644,0713,110,73,409,0826,0840,0835,0,0,,,,,,
2015,1,1,4,MQ,3082,N918MQ,SAF,DFW,0650,,,95,,551,,0925,,0,1,B,,,,,
2015,1,1,4,MQ,2973,N628MQ,GRR,DFW,0650,,,195,,931,,0905,,0,1,B,,,,,
2015,1,1,4,MQ,3294,N509MQ,XNA,ORD,0650,0700,0712,110,70,522,0822,0840,0830,0,0,,,,,,
2015,1,1,4,MQ,3268,N694MQ,SUX,ORD,0650,0646,0718,100,61,436,0819,0830,0825,0,0,,,,,,
2015,1,1,4,MQ,3419,N939MQ,LFT,DFW,0650,,,85,,351,,0815,,0,1,B,,,,,
2015,1,1,4,NK,729,N629NK,ORD,TPA,0650,0724,0733,163,127,1012,1040,1033,1047,0,0,,,,,,
2015,1,1,4,OO,5536,N779SK,PSP,IAH,0650,0801,0811,178,147,1269,1238,1148,1243,0,0,,0,0,0,0,55
2015,1,1,4,OO,5428,N679SA,HYS,DEN,0650,0650,0713,74,53,298,0706,0704,0715,0,0,,,,,,
2015,1,1,4,UA,464,N434UA,BOS,EWR,0651,0652,0705,86,45,200,0750,0817,0801,0,0,,,,,,
2015,1,1,4,HA,332,N483HA,HNL,ITO,0651,0738,0755,50,33,216,0828,0741,0834,0,0,,0,0,53,0,0
2015,1,1,4,AA,1101,N5ENAA,JFK,MIA,0652,0649,0718,198,153,1089,0951,1010,1003,0,0,,,,,,
2015,1,1,4,NK,111,N522NK,DTW,LAS,0652,0714,0725,273,262,1749,0847,0825,0851,0,0,,26,0,0,0,0
2015,1,1,4,UA,1077,N37462,EWR,MIA,0653,0649,0700,178,152,1085,0932,0951,0936,0,0,,,,,,
2015,1,1,4,UA,1510,N37255,SAN,IAH,0653,0655,0709,188,151,1303,1140,1201,1151,0,0,,,,,,
2015,1,1,4,UA,204,N810UA,DFW,IAH,0654,0653,0708,69,43,224,0751,0803,0802,0,0,,,,,,
2015,1,1,4,US,773,N701UW,RIC,CLT,0655,0645,0702,77,54,257,0756,0812,0759,0,0,,,,,,
2015,1,1,4,US,1960,N644AW,TPA,CLT,0655,0654,0705,100,74,507,0819,0835,0828,0,0,,,,,,
2015,1,1,4,UA,670,N457UA,TPA,EWR,0655,0654,0707,155,133,997,0920,0930,0929,0,0,,,,,,
2015,1,1,4,WN,707,N706SW,CAK,ATL,0655,0651,0703,120,77,528,0820,0855,0825,0,0,,,,,,
2015,1,1,4,WN,537,N799SW,MCO,ATL,0655,0651,0703,95,63,404,0806,0830,0826,0,0,,,,,,
2015,1,1,4,WN,897,N427WN,ABQ,DAL,0655,0655,0719,105,81,580,0940,0940,0943,0,0,,,,,,
2015,1,1,4,WN,753,N443WN,PVD,FLL,0655,0656,0703,200,169,1188,0952,1015,0955,0,0,,,,,,
2015,1,1,4,WN,969,N268WN,PHL,FLL,0655,0651,0700,170,137,992,0917,0945,0921,0,0,,,,,,
2015,1,1,4,WN,4120,N247WN,PHL,LAS,0655,0653,0707,345,321,2176,0928,0940,0932,0,0,,,,,,
2015,1,1,4,AA,299,N857AA,MIA,DEN,0655,0659,0714,267,242,1709,0916,0922,0923,0,0,,,,,,
2015,1,1,4,AA,367,N494AA,TUL,DFW,0655,,,75,,237,,0810,,0,1,A,,,,,
2015,1,1,4,AA,222,N3JSAA,LAX,BOS,0655,0650,0707,320,271,2611,1438,1515,1442,0,0,,,,,,
2015,1,1,4,AA,1104,N3LAAA,DFW,LGA,0655,0647,0702,190,157,1389,1039,1105,1043,0,0,,,,,,
2015,1,1,4,AA,1373,N549AA,BWI,DFW,0655,0647,0704,220,202,1217,0926,0935,0937,0,0,,,,,,
2015,1,1,4,AA,2401,N858AA,DFW,LAX,0655,,,205,,1235,,0820,,0,1,B,,,,,
2015,1,1,4,B6,16,N934JB,SFO,JFK,0655,0652,0702,322,299,2586,1501,1517,1508,0,0,,,,,,
2015,1,1,4,DL,1071,N932DN,MKE,MSP,0655,0653,0720,90,52,297,0812,0825,0815,0,0,,,,,,
2015,1,1,4,DL,2090,N698DL,PDX,MSP,0655,0652,0704,203,174,1426,1158,1218,1206,0,0,,,,,,
2015,1,1,4,B6,2324,N206JB,MCO,DCA,0655,0651,0705,124,103,759,0848,0859,0851,0,0,,,,,,
2015,1,1,4,B6,2702,N571JB,JFK,BUF,0655,0645,0703,94,62,301,0805,0829,0807,0,0,,,,,,
2015,1,1,4,DL,1651,N954DN,MSP,LAS,0655,0652,0705,218,160,1299,0745,0833,0752,0,0,,,,,,
2015,1,1,4,DL,1818,N555NW,ATL,MCO,0655,0654,0708,87,59,404,0807,0822,0815,0,0,,,,,,
2015,1,1,4,EV,3924,N14960,MFE,IAH,0655,0647,0701,74,50,316,0751,0809,0756,0,0,,,,,,
2015,1,1,4,F9,907,N926FR,TTN,RDU,0655,0719,0728,93,59,373,0827,0828,0831,0,0,,,,,,
2015,1,1,4,MQ,3063,N511MQ,ELP,ORD,0655,,,175,,1236,,1050,,0,1,A,,,,,
2015,1,1,4,MQ,3110,N688MQ,HSV,ORD,0655,0657,0709,130,87,510,0836,0905,0846,0,0,,,,,,
2015,1,1,4,MQ,3188,N507MQ,ABQ,ORD,0655,0712,0733,155,119,1118,1032,1030,1105,0,0,,18,0,17,0,0
2015,1,1,4,UA,821,N490UA,RDU,SFO,0657,0657,0714,361,328,2400,0942,0958,0953,0,0,,,,,,
2015,1,1,4,UA,312,N833UA,EWR,LAX,0659,0656,0711,386,340,2454,0951,1025,1020,0,0,,,,,,
2015,1,1,4,US,823,N128UW,DCA,CLT,0659,0655,0707,89,63,331,0810,0828,0813,0,0,,,,,,
2015,1,1,4,UA,1052,N69838,MCO,EWR,0659,0658,0708,152,127,937,0915,0931,0924,0,0,,,,,,
2015,1,1,4,AA,1553,N3JNAA,DCA,MIA,0659,0653,0704,165,129,919,0913,0944,0924,0,0,,,,,,
2015,1,1,4,B6,15,N944JB,JFK,SFO,0659,0659,0715,404,350,2586,1005,1043,1019,0,0,,,,,,
2015,1,1,4,B6,453,N652JB,JFK,PBI,0659,0655,0708,183,143,1028,0931,1002,0939,0,0,,,,,,
2015,1,1,4,DL,1547,N997DL,LGA,ATL,0659,0658,0713,164,115,762,0908,0943,0912,0,0,,,,,,
2015,1,1,4,OO,6618,N506CA,PSP,PHX,0659,0658,0705,68,41,261,0846,0907,0856,0,0,,,,,,
2015,1,1,4,OO,5366,N930EV,DVL,JMS,0700,,,38,,83,,0738,,0,1,B,,,,,
2015,1,1,4,UA,356,N432UA,ALB,ORD,0700,0710,0721,159,130,723,0831,0839,0840,0,0,,,,,,
2015,1,1,4,UA,392,N456UA,PDX,SFO,0700,0658,0713,113,78,550,0831,0853,0836,0,0,,,,,,
2015,1,1,4,UA,417,N429UA,EWR,TPA,0700,0659,0708,181,149,997,0937,1001,0942,0,0,,,,,,
2015,1,1,4,US,852,N715UW,JAX,CLT,0700,0655,0709,87,53,328,0802,0827,0807,0,0,,,,,,
2015,1,1,4,US,1722,N825AW,CLE,CLT,0700,0652,0703,103,68,430,0811,0843,0819,0,0,,,,,,
2015,1,1,4,US,1877,N826AW,CLT,MIA,0700,0654,0717,119,91,650,0848,0859,0852,0,0,,,,,,
2015,1,1,4,US,1961,N566UW,IAH,CLT,0700,0656,0708,142,105,912,0953,1022,1013,0,0,,,,,,
2015,1,1,4,US,1978,N827AW,IND,CLT,0700,0657,0710,98,63,427,0813,0838,0821,0,0,,,,,,
2015,1,1,4,US,2064,N538UW,DFW,CLT,0700,0655,0730,148,112,936,1022,1028,1030,0,0,,,,,,
2015,1,1,4,UA,463,N482UA,LGA,ORD,0700,0658,0711,159,136,733,0827,0839,0834,0,0,,,,,,
2015,1,1,4,UA,514,N411UA,BOS,IAH,0700,0656,0711,273,236,1597,1007,1033,1017,0,0,,,,,,
2015,1,1,4,UA,521,N854UA,BOS,ORD,0700,0700,0732,178,154,867,0906,0858,0911,0,0,,,,,,
2015,1,1,4,UA,736,N522UA,SFO,EWR,0700,0659,0720,326,286,2565,1506,1526,1514,0,0,,,,,,
2015,1,1,4,UA,795,N843UA,SNA,DEN,0700,0701,0714,142,111,846,1005,1022,1029,0,0,,,,,,
2015,1,1,4,UA,1027,N38424,SFO,IAH,0700,0658,0710,232,199,1635,1229,1252,1235,0,0,,,,,,
2015,1,1,4,VX,399,N852VA,JFK,LAX,0700,0655,0713,385,360,2475,1013,1025,1027,0,0,,,,,,
2015,1,1,4,VX,897,N845VA,LAS,SFO,0700,0659,0712,85,61,414,0813,0825,0819,0,0,,,,,,
2015,1,1,4,WN,473,N423WN,BUF,FLL,0700,0700,0729,195,158,1165,1007,1015,1012,0,0,,,,,,
2015,1,1,4,WN,309,N657SW,BWI,HOU,0700,0658,0707,220,198,1246,0925,0940,0929,0,0,,,,,,
2015,1,1,4,WN,369,N8312C,BWI,LAS,0700,0655,0706,330,301,2106,0907,0930,0916,0,0,,,,,,
2015,1,1,4,WN,4635,N8305E,CLE,PHX,0700,0700,0711,280,271,1737,0942,0940,0947,0,0,,,,,,
2015,1,1,4,WN,1019,N792SW,DCA,DAL,0700,0655,0709,210,208,1184,0937,0930,0942,0,0,,,,,,
2015,1,1,4,WN,194,N939WN,ISP,FLL,0700,0704,0719,185,159,1092,0958,1005,1003,0,0,,,,,,
2015,1,1,4,WN,2511,N7735A,MDW,DAL,0700,0703,0712,150,129,793,0921,0930,0926,0,0,,,,,,
2015,1,1,4,WN,767,N497WN,MDW,TPA,0700,0659,0715,165,132,997,1027,1045,1031,0,0,,,,,,
2015,1,1,4,WN,390,N283WN,MSP,MDW,0700,0656,0706,95,58,349,0804,0835,0812,0,0,,,,,,
2015,1,1,4,WN,443,N628SW,PIT,MCO,0700,0658,0707,150,114,834,0901,0930,0908,0,0,,,,,,
2015,1,1,4,WN,921,N962WN,SAT,BNA,0700,0655,0705,120,94,822,0839,0900,0844,0,0,,,,,,
